subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_00253,Mohammed Al Kindi,Dubai,Zone 1,Prepaid,Basic,79.32,2024-01-11,Churned
SUB_00254,Hassan Al Qassimi,Ajman,Zone 2,Prepaid,Premium,261.62,2023-09-27,Suspended
SUB_00255,Omar Al Mansouri,Dubai,Zone 5,Prepaid,Unlimited,440.06,2024-08-13,Active
SUB_00256,Fatima Al Kindi,Sharjah,Zone 4,Prepaid,Unlimited,373.21,2024-04-02,Churned
SUB_00257,Aisha Al Mansouri,Ajman,Zone 6,Prepaid,Premium,326.81,2024-07-28,Active
SUB_00258,Fatima Al Qassimi,Dubai,Zone 4,Postpaid,Basic,90.36,2024-01-12,Active
SUB_00259,Noor Al Kindi,Dubai,Zone 1,Prepaid,Basic,80.45,2023-10-05,Active
SUB_00260,Ali Al Mansouri,Dubai,Zone 3,Postpaid,Basic,63.66,2024-09-26,Active
SUB_00261,Hana Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Standard,118.14,2025-03-15,Active
SUB_00262,Noor Al Falasi,Ajman,Zone 2,Postpaid,Basic,57.09,2023-10-30,Active
SUB_00263,Ahmed Al Mansouri,Ajman,Zone 4,Prepaid,Premium,256.43,2024-05-01,Active
SUB_00264,Hana Al Maktoum,Ajman,Zone 6,Postpaid,Unlimited,396.75,2024-09-10,Active
SUB_00265,Noor Al Kindi,Sharjah,Zone 2,Prepaid,Standard,188.33,2025-03-02,Active
SUB_00266,Mohammed Al Kindi,Ajman,Zone 1,Postpaid,Premium,301.1,2024-11-03,Active
SUB_00267,Leila Al Falasi,Abu Dhabi,Zone 8,Postpaid,Basic,80.35,2024-06-10,Active
SUB_00268,Ali Al Maktoum,Abu Dhabi,Zone 2,Prepaid,Basic,67.26,2025-04-17,Active
SUB_00269,Ali Al Kindi,Dubai,Zone 8,Prepaid,Unlimited,429.04,2024-09-27,Active
SUB_00270,Ahmed Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Basic,99.22,2025-06-13,Suspended
SUB_00271,Ahmed Al Maktoum,Sharjah,Zone 5,Prepaid,Standard,194.53,2025-03-21,Suspended
SUB_00272,Ali Al Qassimi,Ajman,Zone 6,Prepaid,Standard,112.0,2024-03-17,Active
SUB_00273,Omar Al Maktoum,Fujairah,Zone 3,Prepaid,Unlimited,407.03,2024-12-16,Active
SUB_00274,Hassan Al Kindi,Abu Dhabi,Zone 6,Prepaid,Basic,53.6,2025-06-26,Active
SUB_00275,Omar Al Mansouri,Dubai,Zone 8,Prepaid,Premium,338.17,2024-09-22,Active
SUB_00276,Noor Al Falasi,Dubai,Zone 7,Postpaid,Premium,306.42,2024-06-07,Suspended
SUB_00277,Ali Al Mansouri,Fujairah,Zone 7,Prepaid,Standard,102.09,2024-09-10,Active
SUB_00278,Mohammed Al Kindi,Sharjah,Zone 8,Prepaid,Premium,324.8,2024-08-03,Active
SUB_00279,Fatima Al Falasi,Dubai,Zone 2,Prepaid,Standard,124.33,2023-12-14,Active
SUB_00280,Omar Al Kindi,Dubai,Zone 2,Postpaid,Basic,69.79,2024-09-25,Active
SUB_00281,Hana Al Maktoum,Ajman,Zone 6,Postpaid,Premium,316.87,2025-05-22,Active
SUB_00282,Hassan Al Mansouri,Sharjah,Zone 4,Prepaid,Basic,95.3,2024-08-16,Active
SUB_00283,Hana Al Maktoum,Abu Dhabi,Zone 4,Prepaid,Premium,215.42,2024-11-19,Active
SUB_00284,Aisha Al Maktoum,Dubai,Zone 3,Prepaid,Premium,314.03,2023-10-07,Active
SUB_00285,Fatima Al Maktoum,Ajman,Zone 8,Prepaid,Standard,146.4,2024-01-09,Active
SUB_00286,Noor Al Falasi,Sharjah,Zone 6,Prepaid,Premium,329.64,2023-11-05,Active
SUB_00287,Hana Al Maktoum,Dubai,Zone 8,Postpaid,Premium,210.24,2024-05-13,Active
SUB_00288,Ali Al Qassimi,Ajman,Zone 1,Postpaid,Premium,252.79,2025-05-25,Active
SUB_00289,Ali Al Falasi,Sharjah,Zone 8,Postpaid,Standard,103.76,2024-07-27,Active
SUB_00290,Ali Al Mansouri,Dubai,Zone 2,Postpaid,Premium,292.25,2024-03-07,Active
SUB_00291,Omar Al Falasi,Sharjah,Zone 1,Prepaid,Standard,144.97,2024-01-01,Active
SUB_00292,Aisha Al Qassimi,Dubai,Zone 8,Postpaid,Premium,275.21,2025-06-06,Active
SUB_00293,Leila Al Mansouri,Dubai,Zone 6,Prepaid,Standard,198.24,2025-05-14,Churned
SUB_00294,Hassan Al Maktoum,Abu Dhabi,Zone 1,Prepaid,Standard,124.77,2024-05-17,Active
SUB_00295,Leila Al Kindi,Sharjah,Zone 3,Prepaid,Premium,254.58,2024-10-23,Active
SUB_00296,Omar Al Falasi,Fujairah,Zone 6,Prepaid,Standard,167.89,2025-06-16,Suspended
SUB_00297,Hana Al Mansouri,Dubai,Zone 6,Postpaid,Premium,214.18,2023-09-14,Active
SUB_00298,Omar Al Qassimi,Dubai,Zone 5,Postpaid,Basic,86.19,2023-10-06,Active
SUB_00299,Noor Al Maktoum,Dubai,Zone 6,Postpaid,Basic,54.08,2023-09-29,Suspended
SUB_00300,Mohammed Al Qassimi,Fujairah,Zone 5,Postpaid,Premium,345.15,2023-09-30,Active
SUB_00301,Omar Al Maktoum,Sharjah,Zone 2,Prepaid,Basic,65.48,2024-07-19,Active
SUB_00302,Hana Al Maktoum,Abu Dhabi,Zone 2,Postpaid,Premium,296.9,2024-06-01,Active
SUB_00303,Hassan Al Qassimi,Dubai,Zone 1,Postpaid,Standard,136.26,2025-02-05,Active
SUB_00304,Aisha Al Qassimi,Dubai,Zone 8,Postpaid,Premium,228.8,2025-03-21,Active
SUB_00305,Mohammed Al Mansouri,Dubai,Zone 5,Postpaid,Premium,326.66,2025-04-27,Active
SUB_00306,Hassan Al Kindi,Fujairah,Zone 1,Prepaid,Standard,166.19,2023-11-15,Suspended
SUB_00307,Mohammed Al Kindi,Abu Dhabi,Zone 7,Postpaid,Standard,115.43,2025-02-04,Active
SUB_00308,Noor Al Maktoum,Fujairah,Zone 8,Prepaid,Premium,206.55,2024-07-31,Active
SUB_00309,Aisha Al Falasi,Dubai,Zone 5,Prepaid,Premium,312.86,2024-05-06,Active
SUB_00310,Aisha Al Kindi,Ajman,Zone 4,Prepaid,Unlimited,396.42,2024-04-15,Active
SUB_00311,Aisha Al Qassimi,Ajman,Zone 8,Postpaid,Premium,269.25,2024-10-24,Active
SUB_00312,Omar Al Kindi,Sharjah,Zone 7,Postpaid,Basic,98.31,2025-01-16,Active
SUB_00313,Noor Al Maktoum,Ajman,Zone 5,Postpaid,Premium,207.83,2024-04-03,Active
SUB_00314,Hana Al Kindi,Dubai,Zone 2,Prepaid,Premium,306.71,2024-02-27,Active
SUB_00315,Fatima Al Qassimi,Dubai,Zone 2,Prepaid,Basic,88.16,2024-11-02,Active
SUB_00316,Leila Al Kindi,Dubai,Zone 3,Postpaid,Standard,183.1,2025-05-07,Active
SUB_00317,Aisha Al Falasi,Dubai,Zone 6,Prepaid,Standard,193.05,2024-06-10,Active
SUB_00318,Ahmed Al Falasi,Abu Dhabi,Zone 6,Prepaid,Premium,235.37,2025-05-17,Suspended
SUB_00319,Hana Al Maktoum,Sharjah,Zone 1,Prepaid,Standard,131.87,2025-04-29,Active
SUB_00320,Hana Al Maktoum,Dubai,Zone 3,Postpaid,Basic,51.92,2024-04-12,Active
SUB_00321,Mohammed Al Falasi,Abu Dhabi,Zone 8,Postpaid,Standard,161.53,2025-05-19,Active
SUB_00322,Ahmed Al Qassimi,Dubai,Zone 4,Prepaid,Basic,91.75,2024-01-25,Active
SUB_00323,Noor Al Kindi,Dubai,Zone 7,Prepaid,Standard,111.12,2024-10-17,Active
SUB_00324,Aisha Al Qassimi,Abu Dhabi,Zone 2,Postpaid,Premium,207.16,2024-06-05,Active
SUB_00325,Noor Al Falasi,Dubai,Zone 2,Prepaid,Standard,111.09,2024-03-15,Active
SUB_00326,Noor Al Kindi,Dubai,Zone 1,Postpaid,Basic,81.6,2023-12-29,Active
SUB_00327,Aisha Al Maktoum,Sharjah,Zone 5,Postpaid,Premium,264.39,2023-11-18,Active
SUB_00328,Hana Al Maktoum,Dubai,Zone 7,Postpaid,Basic,59.37,2023-09-24,Suspended
SUB_00329,Fatima Al Kindi,Abu Dhabi,Zone 6,Postpaid,Standard,106.77,2024-02-17,Active
SUB_00330,Hassan Al Kindi,Abu Dhabi,Zone 1,Postpaid,Basic,69.52,2024-04-14,Active
SUB_00331,Ahmed Al Falasi,Dubai,Zone 6,Prepaid,Premium,238.05,2025-07-23,Active
SUB_00332,Hana Al Mansouri,Fujairah,Zone 6,Prepaid,Basic,62.06,2023-10-06,Active
SUB_00333,Fatima Al Kindi,Sharjah,Zone 6,Prepaid,Standard,113.34,2024-08-13,Active
SUB_00334,Hassan Al Qassimi,Dubai,Zone 3,Postpaid,Unlimited,474.56,2024-04-20,Active
SUB_00335,Leila Al Maktoum,Dubai,Zone 3,Postpaid,Basic,53.16,2024-04-27,Active
SUB_00336,Ahmed Al Qassimi,Dubai,Zone 4,Prepaid,Premium,206.57,2025-01-16,Active
SUB_00337,Ahmed Al Qassimi,Sharjah,Zone 5,Prepaid,Standard,151.54,2024-01-30,Active
SUB_00338,Leila Al Qassimi,Fujairah,Zone 1,Prepaid,Premium,312.99,2025-01-25,Active
SUB_00339,Ali Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Standard,186.58,2024-09-03,Suspended
SUB_00340,Ali Al Mansouri,Ajman,Zone 6,Prepaid,Basic,71.85,2024-06-25,Active
SUB_00341,Leila Al Falasi,Ajman,Zone 6,Prepaid,Standard,197.37,2024-03-18,Active
SUB_00342,Leila Al Qassimi,Sharjah,Zone 5,Prepaid,Premium,320.17,2024-05-31,Suspended
SUB_00343,Fatima Al Falasi,Dubai,Zone 3,Prepaid,Unlimited,431.82,2024-09-14,Active
SUB_00344,Fatima Al Mansouri,Ajman,Zone 6,Prepaid,Basic,83.05,2024-09-29,Suspended
SUB_00345,Leila Al Kindi,Abu Dhabi,Zone 7,Prepaid,Standard,116.66,2024-05-11,Active
SUB_00346,Hana Al Falasi,Dubai,Zone 1,Prepaid,Unlimited,459.02,2024-08-12,Active
SUB_00347,Noor Al Falasi,Sharjah,Zone 5,Prepaid,Premium,295.92,2025-06-11,Active
SUB_00348,Fatima Al Falasi,Fujairah,Zone 6,Prepaid,Basic,75.65,2023-09-13,Active
SUB_00349,Mohammed Al Mansouri,Dubai,Zone 3,Prepaid,Standard,184.87,2023-09-14,Active
SUB_00350,Leila Al Mansouri,Abu Dhabi,Zone 3,Prepaid,Standard,106.72,2023-10-18,Active
SUB_00351,Hana Al Qassimi,Dubai,Zone 7,Prepaid,Basic,97.47,2025-07-06,Active
SUB_00352,Noor Al Maktoum,Sharjah,Zone 8,Prepaid,Premium,342.32,2024-07-24,Active
SUB_00353,Leila Al Mansouri,Abu Dhabi,Zone 3,Postpaid,Basic,76.47,2024-06-27,Active
SUB_00354,Hana Al Qassimi,Dubai,Zone 4,Prepaid,Standard,196.05,2025-07-13,Suspended
SUB_00355,Mohammed Al Falasi,Dubai,Zone 7,Prepaid,Standard,191.35,2025-04-10,Suspended
SUB_00356,Ali Al Qassimi,Dubai,Zone 8,Prepaid,Basic,60.73,2023-11-21,Active
SUB_00357,Ali Al Falasi,Fujairah,Zone 4,Postpaid,Basic,56.13,2025-05-25,Churned
SUB_00358,Leila Al Maktoum,Abu Dhabi,Zone 8,Postpaid,Standard,199.73,2023-09-10,Active
SUB_00359,Hana Al Qassimi,Abu Dhabi,Zone 2,Postpaid,Basic,77.5,2024-10-15,Active
SUB_00360,Ali Al Maktoum,Dubai,Zone 3,Postpaid,Basic,89.68,2024-03-06,Active
SUB_00361,Aisha Al Mansouri,Fujairah,Zone 4,Prepaid,Premium,318.81,2024-12-09,Active
SUB_00362,Leila Al Mansouri,Ajman,Zone 6,Prepaid,Premium,283.1,2024-07-27,Active
SUB_00363,Leila Al Kindi,Ajman,Zone 3,Postpaid,Standard,161.19,2025-05-12,Active
SUB_00364,Fatima Al Qassimi,Ajman,Zone 7,Prepaid,Basic,99.98,2024-04-05,Suspended
SUB_00365,Hassan Al Falasi,Sharjah,Zone 7,Postpaid,Basic,91.17,2025-05-25,Active
SUB_00366,Mohammed Al Qassimi,Abu Dhabi,Zone 2,Postpaid,Basic,72.5,2023-09-12,Active
SUB_00367,Hassan Al Qassimi,Fujairah,Zone 3,Prepaid,Unlimited,481.69,2024-01-22,Active
SUB_00368,Noor Al Maktoum,Ajman,Zone 3,Postpaid,Standard,143.26,2025-06-13,Active
SUB_00369,Fatima Al Kindi,Ajman,Zone 3,Prepaid,Standard,130.41,2025-02-24,Active
SUB_00370,Hana Al Maktoum,Sharjah,Zone 6,Postpaid,Premium,342.12,2024-02-24,Active
SUB_00371,Ali Al Mansouri,Sharjah,Zone 5,Prepaid,Standard,119.63,2024-01-22,Active
SUB_00372,Ali Al Maktoum,Dubai,Zone 5,Prepaid,Standard,161.44,2025-05-05,Active
SUB_00373,Hassan Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Basic,58.56,2023-11-08,Active
SUB_00374,Noor Al Qassimi,Dubai,Zone 1,Prepaid,Standard,182.52,2025-07-10,Active
SUB_00375,Fatima Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Standard,165.11,2024-01-01,Suspended
SUB_00376,Omar Al Kindi,Abu Dhabi,Zone 1,Prepaid,Basic,74.9,2023-11-05,Active
SUB_00377,Hassan Al Qassimi,Abu Dhabi,Zone 5,Prepaid,Standard,148.29,2024-06-19,Active
SUB_00378,Ali Al Falasi,Abu Dhabi,Zone 2,Postpaid,Premium,303.29,2025-02-28,Active
SUB_00379,Leila Al Falasi,Fujairah,Zone 8,Prepaid,Basic,73.22,2024-08-25,Active
SUB_00380,Noor Al Maktoum,Abu Dhabi,Zone 6,Postpaid,Basic,93.07,2024-09-16,Suspended
SUB_00381,Hana Al Falasi,Dubai,Zone 3,Postpaid,Standard,176.07,2024-02-28,Active
SUB_00382,Hassan Al Mansouri,Abu Dhabi,Zone 6,Prepaid,Basic,62.09,2025-04-05,Active
SUB_00383,Ali Al Falasi,Sharjah,Zone 4,Prepaid,Standard,114.09,2025-06-18,Active
SUB_00384,Ali Al Falasi,Sharjah,Zone 7,Prepaid,Standard,124.83,2025-02-26,Active
SUB_00385,Hana Al Kindi,Dubai,Zone 6,Postpaid,Basic,59.49,2025-02-26,Active
SUB_00386,Leila Al Kindi,Sharjah,Zone 8,Prepaid,Standard,149.88,2024-09-27,Active
SUB_00387,Leila Al Mansouri,Fujairah,Zone 2,Prepaid,Premium,341.78,2024-03-09,Active
SUB_00388,Leila Al Maktoum,Dubai,Zone 4,Postpaid,Unlimited,437.5,2025-06-20,Active
SUB_00389,Ahmed Al Qassimi,Sharjah,Zone 8,Postpaid,Basic,79.88,2023-10-09,Active
SUB_00390,Leila Al Qassimi,Abu Dhabi,Zone 1,Prepaid,Premium,327.08,2024-05-24,Suspended
SUB_00391,Mohammed Al Qassimi,Abu Dhabi,Zone 6,Prepaid,Premium,314.58,2024-07-30,Active
SUB_00392,Ahmed Al Falasi,Sharjah,Zone 1,Prepaid,Premium,285.54,2025-01-21,Active
SUB_00393,Hana Al Kindi,Abu Dhabi,Zone 5,Prepaid,Standard,107.35,2024-03-10,Active
SUB_00394,Leila Al Kindi,Sharjah,Zone 5,Postpaid,Basic,91.27,2023-11-09,Active
SUB_00395,Noor Al Mansouri,Dubai,Zone 3,Postpaid,Standard,197.51,2024-07-01,Active
SUB_00396,Hana Al Qassimi,Dubai,Zone 6,Prepaid,Standard,175.5,2025-01-17,Active
SUB_00397,Noor Al Kindi,Fujairah,Zone 7,Prepaid,Premium,275.01,2025-06-23,Active
SUB_00398,Ahmed Al Maktoum,Abu Dhabi,Zone 6,Postpaid,Premium,320.59,2024-02-24,Churned
SUB_00399,Leila Al Maktoum,Dubai,Zone 3,Prepaid,Premium,249.19,2023-11-20,Active
SUB_00400,Hana Al Maktoum,Dubai,Zone 7,Prepaid,Basic,99.53,2024-10-06,Suspended
SUB_00401,Noor Al Qassimi,Dubai,Zone 8,Prepaid,Basic,85.44,2024-10-06,Active
SUB_00402,Leila Al Mansouri,Dubai,Zone 6,Prepaid,Basic,66.56,2025-04-18,Active
SUB_00403,Omar Al Kindi,Dubai,Zone 5,Prepaid,Premium,319.51,2023-11-03,Active
SUB_00404,Ahmed Al Kindi,Abu Dhabi,Zone 8,Prepaid,Standard,126.55,2023-10-07,Active
SUB_00405,Noor Al Kindi,Fujairah,Zone 4,Postpaid,Standard,172.14,2023-12-20,Active
SUB_00406,Leila Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Standard,114.78,2023-09-11,Churned
SUB_00407,Aisha Al Mansouri,Dubai,Zone 2,Postpaid,Basic,59.54,2024-05-14,Active
SUB_00408,Hana Al Falasi,Dubai,Zone 3,Prepaid,Premium,261.94,2025-01-12,Active
SUB_00409,Omar Al Kindi,Sharjah,Zone 8,Postpaid,Unlimited,480.92,2025-06-06,Active
SUB_00410,Mohammed Al Kindi,Abu Dhabi,Zone 4,Prepaid,Unlimited,434.13,2023-09-30,Suspended
SUB_00411,Leila Al Kindi,Abu Dhabi,Zone 7,Postpaid,Standard,131.38,2025-02-12,Active
SUB_00412,Leila Al Kindi,Dubai,Zone 6,Postpaid,Basic,77.31,2023-09-16,Active
SUB_00413,Ali Al Kindi,Sharjah,Zone 8,Postpaid,Basic,59.61,2024-11-29,Active
SUB_00414,Ali Al Kindi,Dubai,Zone 5,Prepaid,Basic,61.24,2024-10-08,Suspended
SUB_00415,Ali Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Standard,131.7,2024-08-16,Active
SUB_00416,Hassan Al Qassimi,Abu Dhabi,Zone 5,Prepaid,Unlimited,368.28,2023-09-16,Active
SUB_00417,Hassan Al Falasi,Fujairah,Zone 7,Postpaid,Basic,90.92,2025-03-12,Suspended
SUB_00418,Ali Al Mansouri,Dubai,Zone 5,Postpaid,Standard,195.53,2025-05-20,Suspended
SUB_00419,Hana Al Falasi,Ajman,Zone 5,Postpaid,Premium,312.1,2025-01-01,Active
SUB_00420,Aisha Al Kindi,Dubai,Zone 5,Prepaid,Basic,96.65,2024-11-03,Active
SUB_00421,Mohammed Al Mansouri,Dubai,Zone 4,Postpaid,Standard,124.25,2023-09-23,Active
SUB_00422,Hassan Al Maktoum,Dubai,Zone 4,Postpaid,Unlimited,357.87,2024-06-11,Active
SUB_00423,Hana Al Falasi,Abu Dhabi,Zone 2,Postpaid,Basic,84.06,2025-03-21,Active
SUB_00424,Ahmed Al Kindi,Abu Dhabi,Zone 3,Prepaid,Standard,140.69,2024-04-08,Active
SUB_00425,Leila Al Maktoum,Dubai,Zone 5,Prepaid,Unlimited,398.18,2023-10-17,Active
SUB_00426,Ahmed Al Mansouri,Fujairah,Zone 4,Prepaid,Standard,153.52,2025-07-01,Active
SUB_00427,Mohammed Al Falasi,Abu Dhabi,Zone 3,Prepaid,Standard,193.39,2025-07-02,Active
SUB_00428,Omar Al Falasi,Abu Dhabi,Zone 3,Postpaid,Basic,96.83,2024-10-16,Active
SUB_00429,Ahmed Al Mansouri,Sharjah,Zone 5,Prepaid,Basic,78.4,2025-04-21,Churned
SUB_00430,Hana Al Qassimi,Dubai,Zone 8,Postpaid,Unlimited,498.36,2024-01-30,Active
SUB_00431,Hassan Al Falasi,Dubai,Zone 3,Prepaid,Standard,185.11,2024-04-16,Active
SUB_00432,Ali Al Maktoum,Sharjah,Zone 2,Prepaid,Standard,133.07,2024-04-26,Churned
SUB_00433,Ali Al Maktoum,Sharjah,Zone 1,Postpaid,Standard,173.66,2024-10-10,Active
SUB_00434,Noor Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Basic,80.55,2023-10-24,Suspended
SUB_00435,Omar Al Falasi,Abu Dhabi,Zone 6,Prepaid,Standard,108.67,2023-09-23,Active
SUB_00436,Fatima Al Maktoum,Sharjah,Zone 3,Postpaid,Premium,271.62,2024-11-27,Active
SUB_00437,Ahmed Al Qassimi,Abu Dhabi,Zone 7,Prepaid,Basic,61.78,2024-11-08,Active
SUB_00438,Hana Al Qassimi,Sharjah,Zone 1,Prepaid,Standard,126.16,2024-08-05,Active
SUB_00439,Aisha Al Mansouri,Dubai,Zone 2,Prepaid,Unlimited,419.81,2025-02-26,Active
SUB_00440,Omar Al Kindi,Fujairah,Zone 5,Prepaid,Basic,84.51,2023-10-24,Active
SUB_00441,Ali Al Qassimi,Abu Dhabi,Zone 4,Postpaid,Basic,60.96,2025-03-25,Active
SUB_00442,Leila Al Maktoum,Dubai,Zone 8,Prepaid,Premium,312.16,2023-11-27,Active
SUB_00443,Hana Al Falasi,Abu Dhabi,Zone 8,Prepaid,Standard,175.74,2023-09-28,Active
SUB_00444,Aisha Al Maktoum,Ajman,Zone 2,Postpaid,Premium,278.83,2024-02-15,Active
SUB_00445,Hana Al Mansouri,Sharjah,Zone 2,Prepaid,Basic,53.09,2024-01-26,Active
SUB_00446,Hassan Al Maktoum,Dubai,Zone 3,Postpaid,Standard,116.45,2024-02-23,Active
SUB_00447,Leila Al Mansouri,Sharjah,Zone 4,Postpaid,Standard,171.69,2024-03-26,Active
SUB_00448,Fatima Al Kindi,Dubai,Zone 8,Prepaid,Basic,90.43,2024-05-01,Active
SUB_00449,Mohammed Al Kindi,Abu Dhabi,Zone 7,Postpaid,Basic,72.84,2025-06-10,Active
SUB_00450,Hassan Al Falasi,Sharjah,Zone 5,Prepaid,Basic,86.16,2024-06-29,Active
SUB_00451,Ali Al Mansouri,Fujairah,Zone 4,Postpaid,Standard,157.83,2025-06-23,Active
SUB_00452,Omar Al Qassimi,Dubai,Zone 2,Postpaid,Premium,281.17,2025-06-08,Active
SUB_00453,Fatima Al Falasi,Dubai,Zone 1,Prepaid,Premium,243.06,2025-02-05,Active
SUB_00454,Mohammed Al Falasi,Dubai,Zone 6,Prepaid,Basic,99.64,2024-07-13,Churned
SUB_00455,Leila Al Falasi,Dubai,Zone 7,Postpaid,Standard,108.02,2023-10-01,Active
SUB_00456,Hassan Al Maktoum,Dubai,Zone 6,Prepaid,Standard,111.86,2024-02-05,Active
SUB_00457,Omar Al Kindi,Abu Dhabi,Zone 3,Prepaid,Basic,86.39,2024-12-23,Churned
SUB_00458,Ahmed Al Mansouri,Sharjah,Zone 5,Prepaid,Unlimited,419.45,2024-01-29,Active
SUB_00459,Omar Al Kindi,Abu Dhabi,Zone 7,Postpaid,Premium,323.5,2024-11-28,Active
SUB_00460,Leila Al Qassimi,Dubai,Zone 3,Prepaid,Unlimited,391.35,2025-04-15,Active
SUB_00461,Ahmed Al Falasi,Abu Dhabi,Zone 1,Prepaid,Standard,124.07,2025-06-01,Active
SUB_00462,Fatima Al Kindi,Ajman,Zone 1,Prepaid,Basic,72.32,2023-09-20,Active
SUB_00463,Ahmed Al Maktoum,Ajman,Zone 1,Postpaid,Basic,70.11,2024-12-12,Active
SUB_00464,Hassan Al Maktoum,Ajman,Zone 1,Postpaid,Unlimited,371.02,2024-10-16,Active
SUB_00465,Aisha Al Kindi,Sharjah,Zone 6,Prepaid,Premium,286.62,2023-09-20,Active
SUB_00466,Hana Al Maktoum,Sharjah,Zone 5,Postpaid,Basic,93.81,2023-10-02,Active
SUB_00467,Hassan Al Maktoum,Fujairah,Zone 7,Postpaid,Basic,65.03,2025-06-07,Active
SUB_00468,Hassan Al Kindi,Dubai,Zone 3,Postpaid,Premium,293.9,2024-05-28,Active
SUB_00469,Hassan Al Falasi,Abu Dhabi,Zone 1,Postpaid,Premium,345.84,2023-10-20,Active
SUB_00470,Omar Al Kindi,Abu Dhabi,Zone 6,Prepaid,Basic,84.82,2024-06-16,Active
SUB_00471,Mohammed Al Qassimi,Sharjah,Zone 7,Postpaid,Standard,118.39,2024-02-05,Active
SUB_00472,Leila Al Maktoum,Dubai,Zone 4,Prepaid,Basic,65.04,2025-03-14,Active
SUB_00473,Leila Al Mansouri,Sharjah,Zone 7,Postpaid,Basic,98.39,2024-01-16,Active
SUB_00474,Hassan Al Maktoum,Sharjah,Zone 7,Prepaid,Standard,124.29,2025-01-12,Active
SUB_00475,Hana Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Standard,184.71,2025-05-06,Active
SUB_00476,Hassan Al Maktoum,Abu Dhabi,Zone 1,Prepaid,Premium,240.27,2023-09-19,Active
SUB_00477,Noor Al Kindi,Sharjah,Zone 1,Prepaid,Unlimited,481.04,2025-01-28,Active
SUB_00478,Noor Al Kindi,Dubai,Zone 4,Prepaid,Standard,147.94,2024-09-02,Suspended
SUB_00479,Ali Al Mansouri,Fujairah,Zone 4,Prepaid,Standard,193.72,2025-04-10,Active
SUB_00480,Leila Al Maktoum,Ajman,Zone 4,Prepaid,Standard,139.66,2024-12-06,Active
SUB_00481,Hassan Al Qassimi,Sharjah,Zone 5,Prepaid,Standard,138.07,2024-02-09,Active
SUB_00482,Hana Al Qassimi,Sharjah,Zone 5,Prepaid,Standard,135.96,2024-03-17,Active
SUB_00483,Leila Al Mansouri,Abu Dhabi,Zone 8,Prepaid,Standard,176.16,2024-09-15,Active
SUB_00484,Aisha Al Qassimi,Abu Dhabi,Zone 6,Postpaid,Premium,262.09,2024-01-10,Active
SUB_00485,Aisha Al Maktoum,Dubai,Zone 1,Postpaid,Standard,126.08,2023-12-19,Active
SUB_00486,Noor Al Falasi,Dubai,Zone 5,Prepaid,Premium,222.86,2024-09-05,Active
SUB_00487,Aisha Al Falasi,Sharjah,Zone 4,Prepaid,Standard,149.93,2023-10-08,Active
SUB_00488,Hana Al Qassimi,Dubai,Zone 8,Prepaid,Basic,98.33,2023-10-21,Active
SUB_00489,Leila Al Falasi,Abu Dhabi,Zone 3,Postpaid,Unlimited,459.92,2024-08-13,Suspended
SUB_00490,Mohammed Al Maktoum,Abu Dhabi,Zone 8,Prepaid,Standard,118.4,2024-01-31,Active
SUB_00491,Ahmed Al Kindi,Dubai,Zone 1,Prepaid,Premium,325.86,2025-05-24,Active
SUB_00492,Ahmed Al Mansouri,Abu Dhabi,Zone 7,Prepaid,Basic,56.87,2023-11-02,Active
SUB_00493,Aisha Al Mansouri,Dubai,Zone 3,Prepaid,Basic,50.46,2024-03-09,Active
SUB_00494,Leila Al Qassimi,Dubai,Zone 1,Prepaid,Basic,80.89,2023-09-26,Suspended
SUB_00495,Noor Al Falasi,Dubai,Zone 8,Prepaid,Premium,202.36,2024-02-11,Active
SUB_00496,Hassan Al Falasi,Dubai,Zone 1,Postpaid,Standard,101.67,2024-10-31,Active
SUB_00497,Hassan Al Qassimi,Dubai,Zone 1,Prepaid,Premium,275.33,2023-09-18,Active
SUB_00498,Omar Al Maktoum,Abu Dhabi,Zone 2,Postpaid,Premium,337.71,2024-02-19,Active
SUB_00499,Mohammed Al Maktoum,Abu Dhabi,Zone 4,Prepaid,Premium,292.97,2024-11-23,Active
SUB_00500,Hana Al Qassimi,Fujairah,Zone 7,Prepaid,Basic,53.95,2024-06-19,Active
SUB_00501,Leila Al Kindi,Dubai,Zone 4,Prepaid,Unlimited,498.53,2024-12-20,Active
SUB_00502,Ali Al Mansouri,Dubai,Zone 1,Postpaid,Standard,109.35,2024-07-16,Active
SUB_00503,Omar Al Kindi,Dubai,Zone 8,Prepaid,Basic,52.81,2025-07-30,Active
SUB_00504,Mohammed Al Mansouri,Ajman,Zone 8,Prepaid,Standard,184.53,2023-10-18,Active
SUB_00505,Hana Al Kindi,Dubai,Zone 2,Postpaid,Basic,94.74,2025-06-26,Active
SUB_00506,Aisha Al Maktoum,Fujairah,Zone 8,Prepaid,Unlimited,390.66,2025-05-24,Active
